ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms
6088,B,Ship,5,5,208,2,medium,M,8,5321
9670,B,Ship,6,5,271,4,low,M,3,1710
5237,C,Ship,5,5,259,3,medium,F,1,4608
6686,F,Ship,3,3,243,2,low,M,3,4675
9706,B,Road,4,5,257,5,medium,M,6,1008
5460,F,Road,4,4,146,3,low,F,10,5805
10126,B,Road,4,1,147,2,low,M,8,4600
110,F,Ship,4,1,141,3,medium,M,47,1250
6076,B,Ship,3,1,230,3,medium,M,3,4957
1053,A,Ship,5,5,264,3,medium,F,27,2019
3827,C,Road,4,3,180,3,low,M,7,5718
9186,F,Flight,7,1,287,4,medium,M,9,1150
6339,A,Ship,3,5,154,3,high,F,2,4219
6540,F,Ship,6,2,300,5,low,M,3,1696
5645,C,Ship,4,2,192,3,low,F,3,4130
8926,B,Ship,7,1,258,4,low,F,3,1482
5146,B,Ship,5,4,97,6,high,M,7,5509
8879,C,Road,4,1,271,5,medium,F,3,1328
4700,F,Ship,3,4,147,3,low,F,8,5525
6277,D,Road,6,5,283,4,low,M,2,1136
5616,F,Flight,2,3,223,3,low,F,9,5653
377,C,Ship,2,3,157,2,low,M,45,1965
3932,F,Ship,2,4,187,6,medium,F,9,4388
4779,A,Road,4,1,245,2,low,M,5,5324
10025,C,Ship,5,1,258,3,medium,M,7,4466
7018,B,Ship,2,5,264,5,medium,F,1,4426
714,F,Ship,3,3,273,2,medium,F,16,2466
1148,F,Ship,5,5,174,6,medium,F,26,1184
9202,B,Ship,5,5,252,5,low,M,9,4135
4273,D,Ship,3,2,214,3,medium,M,1,5362
3961,D,Road,4,2,237,3,low,M,1,5114
10853,C,Ship,5,5,152,4,low,F,10,5913
9615,A,Ship,5,1,176,6,medium,M,9,4839
3064,B,Ship,5,1,140,4,medium,M,48,1322
3301,D,Flight,3,1,230,3,medium,F,6,4392
8417,C,Ship,2,1,207,3,medium,F,10,5394
4482,F,Ship,5,2,149,2,medium,F,8,5396
2061,A,Flight,3,2,173,3,high,M,60,1582
5058,F,Road,4,2,174,3,low,F,3,5920
3816,F,Road,4,2,197,3,low,M,2,4113
9942,F,Ship,5,3,263,5,medium,F,6,1192
6302,F,Flight,5,3,245,5,medium,M,3,1851
6297,A,Road,4,3,246,6,low,F,10,1176
5680,B,Ship,3,4,205,3,high,F,1,5407
6708,F,Road,3,1,186,2,medium,F,7,4556
3459,A,Ship,4,1,170,2,medium,F,5,5182
6269,C,Ship,5,5,249,4,medium,M,2,1727
734,F,Ship,4,4,197,7,medium,F,22,2065
3778,B,Ship,2,4,147,2,medium,M,3,5136
742,B,Ship,7,4,192,3,low,F,33,1694
2640,F,Ship,3,5,242,5,medium,F,61,3688
9568,B,Road,5,4,201,2,low,M,5,5593
5899,D,Flight,4,3,190,5,low,F,8,4736
4679,C,Ship,5,4,210,3,medium,F,6,5102
3565,D,Flight,3,3,263,3,medium,F,9,5665
2284,B,Ship,6,5,174,3,medium,F,32,1921
5489,C,Flight,5,5,268,3,medium,M,2,4459
7922,F,Road,4,2,248,2,low,F,10,5783
2922,F,Ship,3,1,257,2,medium,M,37,3517
8885,C,Road,6,4,289,4,low,F,1,1656
259,D,Road,2,3,158,3,low,F,13,1245
7424,F,Ship,4,2,184,3,low,M,3,1705
10987,D,Ship,4,5,255,5,medium,M,5,1458
4123,D,Flight,4,1,218,2,low,M,7,4597
7590,F,Ship,4,4,172,4,medium,M,7,4834
3684,F,Road,4,1,260,4,low,M,10,4072
1286,F,Ship,5,2,196,3,low,M,38,2211
1209,A,Road,3,1,154,2,low,F,44,1994
10677,A,Road,2,4,273,4,low,F,7,4743
10262,F,Road,4,1,160,2,medium,M,1,5741
8162,F,Ship,3,5,241,3,low,F,4,4132
8613,A,Road,5,1,242,5,low,M,9,1767
7696,B,Ship,4,4,222,3,medium,F,6,4199
401,C,Road,4,3,134,3,low,M,51,1965
3952,B,Road,4,1,215,3,low,M,9,4551
10192,B,Ship,7,3,306,4,low,F,4,1630
1229,C,Flight,6,1,136,3,high,M,12,1592
253,D,Road,2,1,157,3,low,M,58,1930
3246,F,Ship,3,4,136,3,medium,M,2,4524
4992,F,Ship,6,2,243,4,low,M,9,1258
7689,A,Flight,4,2,180,2,medium,F,10,5666
4531,D,Flight,3,3,183,3,low,M,4,5322
1555,D,Ship,4,5,233,5,medium,F,44,2648
7489,D,Ship,5,5,250,4,medium,F,8,1247
6453,A,Flight,4,4,237,3,medium,M,4,4747
10977,A,Flight,3,2,278,4,medium,M,9,1631
3046,B,Ship,5,1,166,2,low,M,44,1647
7736,F,Ship,4,2,275,5,low,F,6,1438
1542,F,Ship,2,5,278,4,low,M,34,3416
8052,F,Ship,6,4,299,4,low,M,9,1527
10136,F,Flight,4,1,196,3,medium,F,9,5216
6066,F,Ship,4,2,218,3,low,F,2,4949
1405,D,Ship,4,3,150,2,low,M,51,1491
481,D,Ship,5,4,168,3,low,F,13,1317
3893,C,Ship,4,1,165,2,medium,F,5,5014
10652,F,Ship,3,4,222,3,low,M,6,5819
4799,C,Flight,6,1,265,4,low,F,7,1644
10014,F,Flight,4,1,266,3,low,M,10,4382
6146,F,Road,3,5,193,3,medium,F,6,5302
8229,A,Flight,3,4,186,2,low,F,4,4585
9830,F,Ship,5,3,201,6,low,F,3,4025
4909,D,Road,3,5,194,3,medium,F,3,4435
4459,D,Ship,4,4,261,6,medium,F,10,4596
3526,B,Ship,2,4,191,3,medium,F,6,4119
256,B,Road,2,2,148,3,high,F,35,1349
112,B,Road,4,2,239,3,low,F,65,3679
12,F,Flight,4,5,232,3,medium,F,32,3253
10916,F,Ship,4,4,220,10,medium,F,7,4598
9847,D,Road,5,5,246,3,medium,F,7,5167
1311,A,Ship,6,2,142,3,low,F,54,1332
3029,C,Flight,5,2,172,4,high,F,61,1161
8664,F,Ship,4,1,165,5,medium,F,1,4170
5646,F,Ship,2,3,247,4,low,M,5,5725
9979,D,Road,4,1,208,3,medium,F,7,4592
4782,F,Road,3,4,233,3,medium,F,10,4626
5386,B,Ship,3,2,238,4,low,F,7,5254
4173,A,Ship,3,3,166,3,high,M,6,5089
8692,B,Ship,4,2,150,2,low,F,2,5301
2864,F,Road,5,4,239,2,low,M,35,2107
4544,F,Ship,6,5,291,4,low,M,3,1102
2512,B,Ship,3,1,176,2,medium,F,45,1470
7337,C,Ship,3,3,268,2,high,F,5,5195
10299,A,Ship,5,5,148,4,medium,F,4,5909
8956,B,Ship,2,2,247,3,low,F,4,4686
6083,C,Ship,4,3,229,2,medium,M,7,5364
3793,D,Ship,4,1,180,3,low,F,1,5677
9912,F,Ship,5,5,267,5,low,F,1,1352
8964,F,Ship,5,2,183,5,high,F,8,4820
4566,F,Ship,6,2,282,5,medium,M,5,1818
10988,F,Ship,5,3,242,5,low,F,10,1846
9535,D,Ship,3,1,131,6,medium,M,8,5352
1124,F,Ship,3,5,240,3,medium,F,54,2919
7620,F,Ship,4,4,170,4,low,M,5,4574
10024,B,Ship,2,3,226,3,medium,M,8,5106
293,C,Ship,4,3,211,4,medium,M,40,3106
6075,A,Ship,4,3,145,4,medium,M,2,5735
9613,D,Ship,5,3,170,3,medium,F,4,4446
8662,B,Ship,5,2,239,5,medium,F,6,1365
10216,B,Ship,4,5,242,6,low,F,9,1858
7532,F,Flight,4,4,148,2,low,M,4,5437
2449,D,Road,5,3,136,3,medium,F,13,1446
10634,F,Ship,5,1,253,2,medium,M,3,5159
1460,F,Ship,3,4,183,2,medium,F,52,2078
5226,F,Ship,5,1,171,5,medium,F,2,5921
2209,D,Flight,3,1,184,2,low,F,31,3191
7274,F,Flight,3,3,239,4,low,F,5,4084
4889,C,Ship,6,5,206,6,low,M,2,4014
614,F,Ship,4,5,247,2,medium,F,18,2404
7731,A,Ship,4,5,247,5,low,M,9,1499
853,D,Ship,3,2,149,4,medium,F,21,1636
5109,A,Ship,4,3,136,3,medium,M,10,4299
8671,D,Ship,3,1,159,3,low,M,10,4784
8437,D,Ship,3,1,247,4,low,F,8,5376
4271,C,Ship,5,3,101,5,medium,F,1,4014
1162,B,Ship,5,2,167,8,low,M,28,1921
2810,F,Ship,3,2,207,2,low,M,20,3419
543,A,Road,4,5,218,3,low,F,40,3200
1364,F,Road,4,3,237,2,medium,M,22,2912
7130,F,Flight,2,4,264,3,medium,F,6,4025
4081,D,Ship,3,4,265,3,medium,F,7,5113
2561,C,Ship,5,5,216,3,low,F,5,3137
3354,F,Ship,4,5,190,3,low,M,2,4554
1445,C,Ship,5,5,230,3,medium,M,43,3609
3482,F,Ship,4,3,254,4,low,M,9,4492
8633,C,Flight,7,1,255,4,medium,F,3,1450
10451,C,Ship,5,1,245,5,low,M,7,1038
983,C,Ship,3,2,175,4,medium,F,17,1276
2483,C,Flight,3,5,208,4,medium,M,12,3181
7991,C,Ship,4,3,145,3,low,F,5,5802
2311,D,Road,4,3,223,10,low,F,21,2943
7753,D,Ship,5,5,272,5,medium,F,5,1868
6364,B,Ship,4,2,182,3,medium,M,9,5735
8441,C,Ship,3,3,142,6,medium,F,2,5748
9674,F,Ship,5,3,267,5,low,F,1,1505
8641,D,Flight,4,5,275,5,medium,F,8,1093
1847,C,Ship,3,5,241,10,medium,F,31,2724
8545,D,Ship,3,1,188,4,medium,F,8,5884
4865,C,Ship,5,4,215,3,low,F,5,5552
9162,F,Road,7,4,244,4,medium,F,4,1953
8356,B,Flight,4,2,255,5,medium,M,2,1255
8936,F,Ship,6,4,279,4,low,F,5,1241
5912,F,Ship,3,2,149,5,medium,F,9,4310
5580,F,Ship,5,5,139,4,medium,F,3,4433
4864,B,Ship,4,1,241,4,medium,M,9,5360
9045,A,Flight,5,1,172,2,medium,F,3,4892
1073,C,Road,4,4,198,2,low,F,5,2270
1909,D,Road,5,3,220,3,low,M,37,2294
9008,F,Ship,3,5,245,4,low,M,8,5600
1625,C,Road,3,3,156,6,low,M,45,1602
6012,F,Road,7,1,276,4,low,F,8,1560
4203,A,Ship,3,2,168,3,medium,M,2,4231
2289,A,Ship,5,4,187,2,medium,F,10,3549
9081,A,Ship,5,2,210,7,medium,F,4,4525
288,F,Flight,4,4,149,3,low,M,34,1977
5061,A,Road,5,1,135,3,low,M,3,4939
4365,A,Road,3,1,200,2,low,F,5,4884
9731,C,Flight,3,5,138,2,medium,M,1,4881
5939,C,Ship,4,1,220,3,medium,F,6,4472
10471,D,Ship,4,2,263,6,medium,F,4,1644
8243,C,Ship,4,5,260,2,medium,M,2,5368
5552,F,Ship,3,5,253,3,medium,M,9,5979
1029,A,Ship,3,3,193,3,medium,M,11,3188
7879,D,Ship,3,3,250,2,medium,F,8,5067
6830,F,Road,5,4,267,5,low,M,9,1017
1471,D,Ship,2,3,123,2,medium,M,11,1383
4114,B,Flight,5,1,238,2,medium,M,5,5441
5074,B,Flight,3,1,203,2,low,M,2,4647
7344,F,Ship,3,2,151,2,medium,M,1,5179
6609,A,Ship,5,1,236,6,medium,F,4,1705
7369,D,Ship,4,1,179,4,medium,F,2,4071
7025,C,Ship,5,1,153,2,low,F,7,4944
10307,C,Ship,4,2,174,3,low,M,4,5625
1470,F,Ship,3,3,167,3,medium,F,42,1363
5561,C,Ship,3,1,249,2,low,F,2,5572
1281,A,Ship,3,4,179,3,high,M,57,1582
9190,B,Flight,5,1,232,5,medium,F,7,1069
9448,B,Road,5,5,227,5,medium,F,2,1436
10965,A,Flight,5,3,224,5,low,M,5,1842
9245,C,Ship,4,1,224,2,low,M,10,4653
1270,B,Ship,3,4,154,2,medium,F,43,1542
5906,F,Flight,4,5,143,2,low,M,1,5836
4181,C,Ship,4,5,199,2,medium,M,4,4762
10331,C,Ship,5,3,210,6,low,M,6,4203
10925,C,Ship,4,2,249,5,low,M,1,1200
3260,F,Ship,3,3,202,3,medium,F,8,5486
3055,D,Ship,4,3,233,3,medium,M,26,2624
704,F,Ship,4,2,259,3,low,F,47,3764
2674,B,Ship,3,1,165,3,medium,M,61,1313
1676,F,Ship,3,3,111,3,medium,M,54,1712
9043,D,Flight,3,5,238,2,low,F,8,5769
9867,A,Flight,4,1,220,3,medium,F,7,4552
10003,D,Flight,4,4,153,3,medium,M,3,4422
3218,F,Ship,4,1,164,4,low,M,6,4432
3897,A,Ship,4,1,247,2,low,M,3,4113
3378,F,Ship,4,4,190,3,low,M,2,4800
2045,C,Road,3,5,109,5,low,M,27,1581
3832,B,Flight,6,1,134,3,medium,M,10,1278
10333,D,Ship,5,4,161,5,medium,M,1,5779
7393,D,Road,5,3,174,3,medium,F,6,5064
3271,D,Road,5,3,141,2,medium,M,4,5257
3947,C,Road,5,3,256,6,medium,F,5,5614
9966,F,Ship,6,3,280,4,low,M,2,1753
1033,D,Ship,5,4,254,5,low,F,36,2039
869,C,Ship,3,1,218,3,low,M,4,2304
10505,C,Ship,5,2,252,3,low,M,7,5058
1557,A,Ship,5,2,191,3,high,F,52,2028
3524,F,Ship,2,3,226,3,low,M,8,5119
8119,D,Ship,4,5,163,2,medium,F,10,5529
1142,F,Ship,3,4,263,3,low,M,42,2992
2008,B,Ship,4,3,154,3,medium,M,52,1432
40,B,Ship,4,2,269,5,low,F,45,2383
10570,B,Ship,4,4,156,2,low,F,5,5216
4815,A,Ship,7,3,286,4,low,F,3,1670
9015,A,Ship,4,5,137,2,low,M,6,4055
1341,A,Ship,4,2,183,4,low,M,15,3632
7027,D,Ship,6,3,114,4,high,F,10,5865
4496,F,Road,5,5,132,3,low,M,5,4195
8838,F,Ship,7,5,254,4,medium,F,6,1491
3858,F,Ship,5,1,245,2,medium,F,2,4882
2381,C,Ship,4,1,228,3,low,F,53,2021
6700,B,Road,5,2,173,2,high,F,10,4741
4288,B,Ship,2,3,147,3,low,F,5,5013
2751,A,Flight,3,5,214,8,high,M,50,3628
1547,C,Ship,3,3,205,2,low,F,15,3231
7094,F,Ship,3,3,266,7,low,M,2,5671
7652,F,Road,5,2,233,4,medium,F,9,5539
1204,B,Ship,4,1,257,3,low,M,47,1308
6983,C,Flight,3,3,136,2,medium,M,10,5749
10906,B,Ship,2,2,210,3,medium,F,10,4324
3006,F,Road,5,2,159,3,medium,F,63,1675
9151,D,Ship,7,5,255,4,low,F,9,1367
9594,F,Flight,5,4,205,3,low,F,3,4157
10996,B,Ship,4,1,232,5,medium,F,6,1247
6745,D,Ship,3,5,168,3,medium,M,7,4296
2157,A,Ship,3,1,150,2,low,M,9,1158
6136,B,Ship,4,3,162,3,low,M,4,5913
8325,A,Ship,5,4,226,5,medium,F,4,1518
8167,D,Ship,3,1,133,3,low,F,5,5213
5892,F,Flight,3,3,255,2,medium,F,3,4824
10941,A,Road,4,1,192,4,low,M,3,1689
4387,D,Flight,3,2,257,2,medium,F,1,4132
10727,C,Ship,5,1,219,5,low,M,8,1419
2298,F,Ship,5,4,281,4,medium,M,56,3709
1895,C,Road,3,2,168,3,low,M,15,1862
6126,F,Ship,3,2,260,3,low,M,9,4591
10487,C,Ship,6,4,206,5,medium,F,10,1680
3872,F,Ship,4,2,265,4,medium,M,3,4283
9597,A,Flight,4,3,177,3,low,F,7,4834
8299,D,Ship,3,4,209,2,high,F,5,4363
2282,F,Ship,3,2,191,3,high,F,42,2374
7156,B,Ship,4,5,239,5,low,F,7,1001
434,F,Ship,4,2,215,3,medium,F,48,2953
2570,F,Ship,5,2,263,2,medium,F,63,1254
8463,A,Ship,4,5,252,4,low,F,6,4983
6580,B,Flight,5,5,240,6,medium,F,9,1117
6556,B,Road,5,1,298,4,low,M,4,1551
6809,C,Ship,3,3,242,2,low,F,7,4501
251,C,Road,2,3,155,3,low,F,45,1639
3047,C,Ship,5,2,225,3,medium,M,1,2049
1531,D,Ship,5,2,241,3,low,M,39,3743
9951,A,Ship,5,2,238,5,low,F,4,1962
1455,A,Ship,3,5,230,2,low,M,27,3840
10748,F,Ship,4,2,232,5,medium,F,3,1500
4706,F,Ship,4,4,201,5,medium,M,3,5901
8922,F,Flight,4,5,250,5,medium,M,6,1662
5349,A,Flight,4,1,263,4,low,M,9,4390
6474,F,Ship,3,4,216,8,medium,F,8,4616
2935,D,Ship,4,3,135,3,low,F,15,1008
828,F,Flight,4,2,209,2,low,F,23,2533
8340,F,Road,5,1,291,4,low,F,3,1663
6961,D,Road,3,1,178,4,medium,M,9,4298
10513,D,Ship,4,5,226,2,low,M,10,4706
3767,C,Ship,5,2,156,4,low,M,8,5014
2407,D,Ship,3,5,115,3,medium,M,60,1122
7139,C,Flight,3,4,180,7,high,M,4,4408
6862,B,Flight,6,4,289,4,high,F,4,1822
6508,B,Ship,6,4,309,4,low,M,9,1771
6074,F,Ship,3,3,112,4,low,F,7,5716
3528,F,Ship,4,5,274,3,medium,M,4,4521
9813,A,Ship,4,3,253,3,low,F,5,5703
6896,F,Ship,5,5,237,5,high,F,2,1593
5965,D,Ship,6,5,244,4,medium,F,6,1185
7001,C,Flight,5,5,235,5,low,F,4,5908
860,F,Ship,4,1,265,4,low,F,30,3896
10194,F,Ship,6,4,280,4,low,M,4,1831
10049,C,Ship,3,1,171,4,medium,F,6,5398
482,F,Ship,4,5,202,3,medium,F,46,3181
10681,D,Road,5,3,132,3,low,M,7,4462
8735,C,Ship,3,2,186,2,medium,M,3,5712
8193,A,Ship,4,5,201,3,low,M,7,4048
5794,B,Ship,5,5,247,3,low,M,1,5226
5922,F,Ship,5,4,267,2,medium,M,4,4053
9955,D,Ship,6,2,260,4,low,F,8,1522
9297,A,Road,4,4,128,6,medium,F,3,5459
10579,D,Ship,4,4,160,3,low,M,1,4770
9033,A,Road,4,5,180,4,high,F,10,5176
7041,A,Ship,4,1,260,2,medium,F,2,4529
3062,F,Ship,3,5,237,4,low,M,28,3903
10856,F,Ship,3,3,198,2,low,M,7,4996
173,C,Ship,3,4,148,3,low,M,56,1550
6206,F,Ship,3,2,126,10,low,M,3,4073
10927,D,Ship,5,3,219,5,low,F,6,1553
10637,C,Ship,5,5,132,3,low,F,2,5552
2653,D,Ship,3,3,158,3,low,F,20,1431
409,D,Flight,3,2,192,3,medium,M,43,3339
8812,B,Ship,6,1,189,3,medium,F,9,5316
6050,F,Ship,4,1,239,5,low,F,1,1780
269,C,Road,3,5,241,3,low,F,21,3078
7500,F,Ship,5,5,262,6,low,F,5,1418
7582,B,Ship,5,4,199,4,low,F,7,5740
496,B,Ship,3,1,197,5,low,M,45,2224
8607,A,Road,4,1,262,6,low,F,3,1830
1084,B,Road,3,1,227,3,medium,F,47,3512
9426,F,Ship,4,5,251,5,medium,M,10,1683
501,A,Ship,3,4,212,2,low,M,33,2021
3692,F,Road,3,5,272,2,low,M,3,5638
5870,F,Road,5,2,164,2,medium,M,8,5717
897,A,Ship,4,2,162,2,low,M,16,1014
5025,A,Ship,7,2,310,4,low,F,7,1294
1792,B,Flight,4,4,137,2,medium,M,37,1447
4433,C,Ship,4,4,143,2,medium,F,3,5630
10149,A,Flight,5,3,243,6,medium,F,10,1189
3133,D,Road,3,5,251,3,low,F,21,2476
1832,F,Ship,2,3,211,3,medium,F,12,3296
6105,A,Ship,5,2,171,6,medium,F,5,5981
8871,A,Ship,5,3,239,5,low,M,10,1784
1225,D,Road,3,3,218,2,medium,M,9,2069
729,A,Ship,5,2,149,4,medium,M,48,1068
5438,F,Ship,4,3,192,3,medium,F,10,5190
10923,A,Ship,4,4,216,6,low,M,10,1255
10303,D,Ship,3,2,161,3,medium,M,2,4174
3005,C,Road,4,5,196,2,low,M,51,3151
815,C,Road,4,4,161,3,high,F,59,1165
1040,F,Ship,2,5,275,2,low,M,41,2546
6729,A,Flight,3,3,234,3,low,M,3,4405
1634,F,Road,5,2,266,7,low,F,12,2056
10362,F,Ship,3,4,141,3,medium,M,2,5512
5578,B,Ship,3,1,242,6,low,M,10,5493
7659,A,Road,5,3,216,10,medium,M,4,4409
3706,B,Flight,3,2,269,2,medium,F,1,4978
3430,B,Flight,3,5,245,6,high,M,9,4793
4337,C,Ship,4,3,177,3,medium,F,4,4551
2323,D,Road,3,5,268,4,high,M,19,2893
913,D,Ship,4,4,161,3,low,F,6,1386
2016,F,Ship,5,5,166,3,medium,F,20,1267
3197,C,Ship,5,2,206,4,low,M,5,1149
5598,F,Road,5,2,251,3,low,M,9,4298
6725,C,Flight,3,1,250,3,low,M,1,4347
5230,B,Ship,4,2,268,6,medium,M,2,4348
948,F,Road,4,1,264,2,low,M,8,2436
5793,A,Ship,5,1,240,5,medium,M,1,1200
5178,F,Ship,3,2,226,4,medium,F,8,5225
10924,B,Ship,5,5,221,5,low,F,3,1220
9881,C,Flight,6,3,296,4,low,F,4,1650
10605,A,Ship,4,2,238,3,low,F,3,5265
7012,B,Ship,4,2,198,6,medium,M,5,4659
8078,F,Road,4,4,155,4,low,F,10,5483
9117,A,Ship,3,3,205,3,high,M,1,5851
10873,D,Ship,3,4,177,2,medium,M,3,4240
3141,A,Road,3,3,256,4,medium,M,3,4732
1953,A,Ship,3,5,135,3,low,M,20,1772
4682,F,Ship,5,4,139,2,medium,F,2,4217
5431,D,Ship,5,3,195,4,low,F,9,5577
6899,C,Ship,2,2,212,4,medium,F,3,1284
6011,C,Road,5,1,227,5,low,M,7,1620
6571,D,Road,4,2,255,5,low,M,1,1353
6817,D,Ship,6,1,266,4,low,M,9,1287
3275,C,Road,3,5,237,3,low,M,4,5561
5855,C,Ship,5,2,272,3,high,M,5,4972
4699,D,Ship,4,3,213,3,low,F,2,5722
6175,D,Flight,5,4,157,3,medium,F,7,4199
10358,F,Ship,2,4,226,3,low,M,9,4098
3436,B,Flight,3,4,217,2,medium,F,9,5450
1376,F,Flight,4,2,185,3,low,M,27,3410
7190,F,Ship,4,1,236,5,medium,M,4,1953
3476,F,Ship,6,4,100,5,low,F,7,5668
2015,C,Ship,3,4,241,3,low,F,50,3074
4357,D,Ship,4,3,144,3,low,M,1,5881
3724,B,Ship,3,2,226,3,medium,M,3,4940
6338,F,Ship,4,3,186,3,low,M,2,4437
6608,F,Ship,3,5,250,2,low,F,9,1205
4473,A,Ship,3,3,264,3,medium,F,6,4247
7599,A,Ship,3,1,179,2,medium,M,2,4085
1159,D,Ship,4,3,246,2,low,M,55,2387
609,A,Ship,4,4,224,3,high,M,60,3145
6224,F,Ship,6,5,244,4,medium,F,2,1980
10221,A,Ship,4,3,245,5,low,M,7,1182
8775,A,Flight,4,2,242,2,medium,F,8,5243
5995,D,Ship,3,5,133,8,medium,F,8,5002
9470,F,Flight,4,4,137,3,medium,F,8,4066
6872,F,Ship,5,2,266,5,low,F,10,1274
10691,C,Flight,3,3,159,2,medium,F,6,5269
3379,D,Ship,4,2,161,4,low,F,10,5322
3839,C,Flight,4,1,190,4,medium,F,5,5570
2637,A,Ship,4,3,154,3,medium,M,10,1711
5957,C,Ship,2,5,241,3,medium,F,3,4253
7054,B,Ship,4,5,137,2,high,F,6,5208
7026,F,Ship,4,1,112,6,medium,M,9,5248
10243,D,Ship,4,2,160,3,low,M,5,4492
7151,C,Ship,5,5,274,5,low,M,7,1875
2695,D,Ship,5,1,162,5,low,F,47,1727
9791,C,Ship,3,2,162,3,medium,M,4,4812
1238,F,Flight,4,1,140,2,low,F,5,1274
2528,F,Ship,3,5,198,3,low,M,2,3417
8329,D,Ship,4,2,228,5,low,M,6,1718
2448,F,Road,6,5,286,4,low,F,31,3774
8676,F,Ship,4,3,274,3,medium,F,8,4276
6642,F,Ship,5,5,135,2,low,F,1,4324
9344,F,Ship,2,4,224,2,low,M,8,4754
4926,F,Road,4,4,256,3,low,M,8,4398
2667,A,Ship,3,2,138,3,low,M,49,1923
8675,C,Ship,4,5,148,3,medium,F,5,5216
9865,D,Flight,3,4,271,3,medium,M,1,4444
6424,B,Road,4,3,149,4,medium,M,1,4678
10417,D,Flight,5,2,263,6,low,F,6,1511
5062,B,Road,4,2,222,3,low,M,4,5919
8985,A,Ship,3,1,110,4,medium,F,6,5474
8226,F,Flight,5,1,262,3,medium,M,9,5146
1533,A,Ship,3,5,166,3,high,F,31,1117
9920,F,Ship,6,3,277,4,medium,M,6,1623
10953,A,Road,5,1,260,5,low,F,3,1705
9604,B,Flight,5,3,206,2,medium,M,7,4531
9752,F,Ship,4,3,212,3,low,F,1,4518
2377,D,Ship,4,1,264,3,low,F,39,3719
2116,B,Ship,3,3,162,2,medium,M,5,1202
3368,F,Ship,4,1,178,8,medium,F,6,4872
4885,D,Ship,3,4,206,3,high,M,5,4022
5783,C,Ship,6,1,251,4,low,M,2,1679
4980,F,Ship,4,5,227,2,low,M,7,4414
7547,C,Flight,5,5,171,3,medium,F,6,4209
1348,B,Road,3,5,264,6,low,M,30,2751
2425,D,Ship,5,3,250,2,low,F,14,2064
3570,F,Flight,3,4,118,4,low,M,6,5964
3657,A,Ship,3,1,187,3,medium,M,2,5154
5480,F,Flight,3,2,209,2,medium,M,6,5095
1094,F,Flight,2,5,216,2,medium,F,57,3807
8744,F,Road,4,4,183,2,low,F,7,4572
5465,C,Road,7,5,283,5,low,M,8,1578
2241,A,Ship,3,3,168,3,medium,M,11,1008
3583,D,Ship,3,4,182,3,medium,F,2,5281
6917,C,Ship,7,4,261,5,low,M,6,1334
6530,F,Ship,3,3,177,3,medium,M,10,5374
2799,A,Ship,2,1,174,3,medium,F,12,1358
3779,C,Ship,4,2,229,3,low,F,6,5691
5164,B,Ship,4,5,154,3,medium,F,9,5489
6259,D,Ship,6,1,244,4,low,M,5,1867
390,F,Road,4,2,167,4,low,F,20,1705
1481,C,Road,4,1,226,3,low,F,28,2211
9851,C,Road,3,2,122,4,low,F,9,5299
10347,A,Ship,3,2,259,6,medium,M,1,5873
4981,D,Ship,3,1,165,3,high,F,10,4208
3268,B,Road,2,3,242,2,medium,F,1,5892
3386,F,Ship,5,3,250,3,medium,M,4,4343
9474,F,Ship,5,1,137,3,medium,F,10,4641
6814,B,Ship,6,3,308,5,medium,F,4,1118
4678,B,Ship,3,2,221,3,high,F,7,5477
5558,F,Ship,5,1,178,2,low,F,5,4369
9549,A,Ship,4,1,173,2,low,M,5,4688
5013,A,Ship,7,3,278,4,low,F,8,1909
4154,F,Ship,3,4,134,3,low,F,9,4436
3469,D,Ship,4,5,221,3,medium,F,3,4430
9987,A,Road,4,5,244,3,medium,M,3,5857
7871,C,Ship,5,4,223,3,low,M,7,4671
8863,D,Ship,4,5,239,5,low,M,6,1336
5366,F,Ship,3,4,213,3,high,F,4,5996
2684,F,Ship,3,1,160,3,low,M,57,1833
10875,A,Ship,3,3,137,4,low,M,6,4803
4250,F,Flight,4,3,243,2,low,F,6,5892
3884,F,Ship,3,4,238,3,medium,F,8,5337
4065,A,Ship,3,1,169,3,low,F,6,4081
5413,D,Ship,3,2,177,4,low,F,3,5527
7612,B,Ship,3,2,198,4,medium,F,4,4564
10456,B,Ship,5,1,263,6,low,F,3,1665
9210,F,Ship,5,3,227,5,medium,F,9,4990
4520,F,Flight,5,5,132,3,low,M,3,4263
6878,F,Ship,5,2,244,6,low,M,5,1702
1572,F,Ship,5,2,151,4,low,M,12,1145
10659,A,Ship,5,4,260,5,low,F,2,1178
2218,B,Ship,5,2,160,4,medium,M,43,1479
7725,A,Ship,6,1,247,4,low,F,4,1623
8189,C,Ship,5,5,172,2,low,M,5,5791
3292,B,Flight,5,1,270,2,high,M,10,5360
5,C,Flight,2,2,184,3,medium,F,46,2484
1059,A,Ship,4,3,260,4,medium,M,40,3668
858,F,Ship,5,2,239,5,medium,M,24,2472
162,F,Ship,3,1,207,3,medium,F,56,3482
7868,F,Ship,4,3,213,3,medium,M,4,4367
4465,D,Ship,4,5,258,2,medium,M,6,5062
572,F,Ship,4,1,132,3,low,M,63,1901
4905,A,Ship,3,1,165,2,low,M,6,4445
2321,C,Road,4,1,273,4,low,F,54,2611
